from_id;to_id;fromid_toid;route_number;at;from_x;from_y;to_x;to_y;total_route_time;route_time;route_distance;route_total_lines
5809339;5812839;5809339_5812839;1;08:10;18.0879118;59.3219214;18.0274806;59.3296536;61.4768872;44.5648746;10380.7328813;2
5804282;5818527;5804282_5818527;2;08:10;18.0944732;59.3975865;18.0822614;59.3349703;136.0139693;54.0024098;17066.5581152;2
5802511;5815878;5802511_5815878;3;08:10;18.0467402;59.3336896;18.0423738;59.3774654;122.2814303;67.6814308;9181.3980862;2
5809986;5819087;5809986_5819087;3;08:10;18.0613411;59.3182118;18.0667550;59.3661371;56.7668362;137.1532691;8160.5744580;1
5800659;5816303;5800659_5816303;2;08:10;18.0167034;59.3789699;18.0095535;59.3185196;120.7835097;73.1347007;19361.7202856;3
5802811;5810851;5802811_5810851;2;08:10;18.0991169;59.3658708;18.0623859;59.3174109;104.3538217;88.2041058;5132.9492767;3
5807098;5811687;5807098_5811687;2;08:10;18.0231672;59.3498196;18.0451768;59.3098396;58.1725346;59.6097713;19967.3128352;1
5806546;5816833;5806546_5816833;4;08:10;18.0942732;59.3555364;18.0586608;59.3660303;95.8300642;101.0780071;15152.3194829;2
5809561;5812427;5809561_5812427;1;08:10;18.0649647;59.3719202;18.0168014;59.3764373;98.4696287;68.0683216;17427.0394917;3
5801986;5819760;5801986_5819760;2;08:10;18.0607737;59.3228455;18.0736874;59.3265046;66.5774540;60.6992578;9419.2909452;2
5808338;5814000;5808338_5814000;2;08:10;18.0512689;59.3996334;18.0862797;59.3020945;144.5698147;91.6572628;5214.7291650;1
5802911;5815052;5802911_5815052;2;08:10;18.0230670;59.3974793;18.0216740;59.3082172;134.9975371;40.5505799;16068.0427784;2
5801734;5812738;5801734_5812738;3;08:10;18.0176528;59.3650326;18.0095715;59.3967860;116.9022337;40.7664033;17512.1689550;3
5801843;5815732;5801843_5815732;3;08:10;18.0220486;59.3199542;18.0023639;59.3295445;96.2295561;61.9068809;16107.1419793;3
5808680;5815387;5808680_5815387;4;08:10;18.0186438;59.3680228;18.0641972;59.3769223;91.1765542;43.6721363;7142.7543095;2
5802976;5818002;5802976_5818002;1;08:10;18.0779584;59.3072198;18.0607094;59.3624664;115.0973467;50.8025754;16301.4188339;1
5801959;5815536;5801959_5815536;4;08:10;18.0350125;59.3030653;18.0546697;59.3381940;104.5431869;73.8860649;16533.8417316;2
5805759;5813913;5805759_5813913;1;08:10;18.0057843;59.3257683;18.0231947;59.3205687;56.2273106;120.2585680;14878.1077351;1
5806694;5811066;5806694_5811066;3;08:10;18.0969103;59.3462623;18.0390906;59.3121386;101.2502649;97.2048643;16491.7389919;2
5802385;5817723;5802385_5817723;3;08:10;18.0883786;59.3868273;18.0594476;59.3615013;130.6403617;91.2667726;17688.8215952;3
5804736;5814380;5804736_5814380;3;08:10;18.0927752;59.3727169;18.0496767;59.3774634;95.9239878;69.3488823;14204.0617136;1
5801802;5814107;5801802_5814107;4;08:10;18.0994908;59.3742707;18.0987786;59.3643904;55.1956578;133.1753719;6329.0707095;1
5808155;5815726;5808155_5815726;2;08:10;18.0173895;59.3425493;18.0136440;59.3530302;128.6278199;79.7015041;12314.4171450;1
5808120;5813373;5808120_5813373;2;08:10;18.0396242;59.3345935;18.0695145;59.3041951;70.1363782;48.7092767;6164.7400201;3
5806616;5818945;5806616_5818945;3;08:10;18.0758238;59.3371039;18.0404319;59.3968489;75.8620835;101.7066516;11113.1454655;2
5805534;5812082;5805534_5812082;2;08:10;18.0696021;59.3987650;18.0428200;59.3798714;66.4706353;51.3838393;11106.5973369;3
5804061;5818967;5804061_5818967;2;08:10;18.0153896;59.3040109;18.0717598;59.3292822;83.0215065;74.5223143;5990.1476621;1
5800262;5816748;5800262_5816748;4;08:10;18.0815833;59.3867031;18.0692436;59.3979970;125.6751506;90.7411939;10232.3080095;2
5806287;5819817;5806287_5819817;1;08:10;18.0224441;59.3578675;18.0991256;59.3601882;101.9385860;127.4222525;6664.9714819;3
5808815;5810417;5808815_5810417;3;08:10;18.0223818;59.3438615;18.0128394;59.3582423;70.4881274;89.3546580;17123.5281501;1
5809208;5818306;5809208_5818306;3;08:10;18.0536974;59.3725258;18.0104110;59.3748073;137.7830078;110.2258766;19215.3203895;1
5802049;5818808;5802049_5818808;4;08:10;18.0592940;59.3486669;18.0724339;59.3811770;137.9581855;139.2816839;6084.7471289;3
5805423;5813974;5805423_5813974;4;08:10;18.0580086;59.3873423;18.0578387;59.3656479;137.0578425;53.1489120;19326.7281094;3
